Longitude_Latitude,ProfileID
"(-16.525199857046793, 14.497834624442472)",IRD_1530
"(-16.52456629493414, 14.497314234861594)",IRD_1531
"(-16.528034192253685, 14.495818348953105)",IRD_1532
"(-16.527958466454027, 14.496574129444092)",IRD_1533
"(-16.527515865924055, 14.49484864402528)",IRD_1534
"(-16.528861698500535, 14.496869221793322)",IRD_1535
"(-16.52373291095734, 14.49550544561887)",IRD_1536
"(-16.52375299972278, 14.495935405807872)",IRD_1537
"(-16.518693163247974, 14.49741227171257)",IRD_1538
"(-16.516107999537198, 14.49562968409837)",IRD_1539
"(-16.516366592193304, 14.49593518333573)",IRD_1540
"(-16.51838237627631, 14.495126379404104)",IRD_1541
"(-16.518702539782446, 14.495750619629439)",IRD_1542
"(-16.518996440369435, 14.495217648950796)",IRD_1543
"(-16.51783493896364, 14.495361388063628)",IRD_1544
"(-16.517199789094153, 14.496040818099878)",IRD_1545
"(-16.515414333753682, 14.496059226839645)",IRD_1546
"(-16.514827575800613, 14.496140866957184)",IRD_1547
"(-16.515128757020047, 14.496083594365972)",IRD_1548
"(-16.531358267505034, 14.49684649130688)",IRD_1549
"(-16.53206868766853, 14.497040088284061)",IRD_1550
"(-16.532150438179954, 14.496606651356426)",IRD_1551
"(-16.53171895552445, 14.497611915454343)",IRD_1552
"(-16.529408198679995, 14.497446367088717)",IRD_1553
"(-16.52900632241397, 14.500162283019954)",IRD_1554
"(-16.531499893302705, 14.498885789067774)",IRD_1555
"(-16.530786450955627, 14.499696908754236)",IRD_1556
"(-16.53034931375076, 14.498816328461258)",IRD_1557
"(-16.53059211660513, 14.498044491872411)",IRD_1558
"(-16.52981719907143, 14.497901998428445)",IRD_1559
"(-16.530411515530492, 14.49772027704591)",IRD_1560
"(-16.517826316264557, 14.498678949979663)",IRD_1561
"(-16.52253377552743, 14.499928067341887)",IRD_1562
"(-16.522746156230664, 14.499602243663743)",IRD_1563
"(-16.522659662353423, 14.49915436480765)",IRD_1564
"(-16.522282623663067, 14.499179894609716)",IRD_1565
"(-16.521905478509304, 14.498657387825073)",IRD_1566
"(-16.520909844977382, 14.499339235458454)",IRD_1567
"(-16.52098227784382, 14.501197735256623)",IRD_1568
"(-16.543943234581405, 14.496231736375805)",IRD_1569
"(-16.54436756781059, 14.495747251902362)",IRD_1570
"(-16.54336513933095, 14.495605222511758)",IRD_1571
"(-16.54844894012587, 14.494696694806237)",IRD_1572
"(-16.548024937196583, 14.494372639982055)",IRD_1573
"(-16.538642611507754, 14.507872685812703)",IRD_1574
"(-16.533181920839382, 14.502025178414538)",IRD_1575
"(-16.544106712918637, 14.502201184073186)",IRD_1576
"(-16.544028269355437, 14.502815191289946)",IRD_1577
"(-16.538736260018275, 14.50649330918772)",IRD_1578
"(-16.538263061941468, 14.506524166428004)",IRD_1579
"(-16.53963895766884, 14.507612457428047)",IRD_1580
"(-16.539568107435706, 14.50811307228725)",IRD_1581
"(-16.52154154333744, 14.505111812415572)",IRD_1582
"(-16.521252573717778, 14.504843546894383)",IRD_1583
"(-16.520685053805973, 14.501976346881534)",IRD_1584
"(-16.520684435459692, 14.502534332964832)",IRD_1585
"(-16.516934826581235, 14.501141741915315)",IRD_1586
"(-16.516823075471848, 14.50042896763347)",IRD_1587
"(-16.51766695873163, 14.501097873268433)",IRD_1588
"(-16.51756234937515, 14.501657034124802)",IRD_1589
"(-16.517854603688278, 14.500084193467524)",IRD_1590
"(-16.50867407048588, 14.502099760548509)",IRD_1591
"(-16.513524125450708, 14.50456839893673)",IRD_1592
"(-16.515118347762215, 14.504420922636578)",IRD_1593
"(-16.50777510148714, 14.498652688150392)",IRD_1594
"(-16.507742285191192, 14.49926761916914)",IRD_1595
"(-16.511355465862547, 14.49693427670671)",IRD_1596
"(-16.526017912298816, 14.533356006924341)",IRD_1597
"(-16.527665312300556, 14.53149166756713)",IRD_1598
"(-16.530373210204253, 14.532878219589838)",IRD_1599
"(-16.528422490162786, 14.533523803412551)",IRD_1600
"(-16.516736738417038, 14.488470061083607)",IRD_1601
"(-16.514585861828905, 14.489393240676883)",IRD_1602
"(-16.54289148347061, 14.467364721986726)",IRD_1603
"(-16.52803545045987, 14.484847044808527)",IRD_1604
"(-16.528682696576073, 14.485061613986964)",IRD_1605
"(-16.533009258241233, 14.49440312129288)",IRD_1606
"(-16.530686643525293, 14.494320523687696)",IRD_1607
"(-16.530830285213142, 14.494702510153513)",IRD_1608
"(-16.531647570406964, 14.491968402335164)",IRD_1609
"(-16.53130707362445, 14.494027168850995)",IRD_1610
"(-16.535701837988967, 14.472600188430045)",IRD_1611
"(-16.536075370414647, 14.472938022834871)",IRD_1612
"(-16.534431913539247, 14.470807654161774)",IRD_1613
"(-16.536558873952465, 14.473064598316308)",IRD_1614
"(-16.536386390120544, 14.472326437622604)",IRD_1615
"(-16.53460826381388, 14.473648651750478)",IRD_1616
"(-16.53415419906822, 14.471371935345374)",IRD_1617
"(-16.53480329602517, 14.473158269542107)",IRD_1618
"(-16.535194141911088, 14.472829321432336)",IRD_1619
"(-16.53552351772642, 14.470284383925277)",IRD_1620
"(-16.534882420753654, 14.469621096559152)",IRD_1621
"(-16.5350660379815, 14.46876302380095)",IRD_1622
"(-16.534252523274088, 14.469853146444665)",IRD_1623
"(-16.492918238187297, 14.514150183782682)",IRD_1624
"(-16.4912562140102, 14.51398467413726)",IRD_1625
"(-16.49192109360209, 14.513918264844897)",IRD_1626
"(-16.498230412281014, 14.515881928404688)",IRD_1627
"(-16.498347490348667, 14.516293302360902)",IRD_1628
"(-16.498375530401717, 14.516589864764669)",IRD_1629
"(-16.498765525149356, 14.516346109919787)",IRD_1630
"(-16.50702953893951, 14.497257678334124)",IRD_1631
"(-16.506664215055537, 14.496696563450477)",IRD_1632
"(-16.503546274811672, 14.501002979531409)",IRD_1633
"(-16.504621274678545, 14.499040185775499)",IRD_1634
"(-16.505694637882662, 14.49938411106967)",IRD_1635
"(-16.504496720359473, 14.501250605448117)",IRD_1636
"(-16.50813577620995, 14.501612932341455)",IRD_1637
"(-16.507532074151236, 14.500563658692458)",IRD_1638
"(-16.508279312713654, 14.499180392624629)",IRD_1639
"(-16.50472558364112, 14.500466098709119)",IRD_1640
"(-16.505070336732082, 14.500219036967678)",IRD_1641
"(-16.50176072944331, 14.502639299817984)",IRD_1642
"(-16.514210480890295, 14.497469694102286)",IRD_1643
"(-16.513753217612226, 14.500493223421772)",IRD_1644
"(-16.514597181940946, 14.49692418338537)",IRD_1645
"(-16.51430572294838, 14.500546585635295)",IRD_1646
"(-16.514309758354592, 14.497798598162202)",IRD_1647
"(-16.514572546708067, 14.49973837112555)",IRD_1648
"(-16.515969359743828, 14.499872480126974)",IRD_1649
"(-16.515788741963704, 14.500370932726131)",IRD_1650
"(-16.52319786623514, 14.498889995659635)",IRD_1651
"(-16.523016996246167, 14.498372319112324)",IRD_1652
"(-16.52380709251046, 14.497726922885581)",IRD_1653
"(-16.524314338277904, 14.49349345534985)",IRD_1654
"(-16.524285938494327, 14.49286692486567)",IRD_1655
"(-16.525046317481724, 14.493364984499806)",IRD_1656
"(-16.525011537019697, 14.494096953446931)",IRD_1657
"(-16.52517854622609, 14.494426278364779)",IRD_1658
"(-16.526049983145587, 14.493613099299797)",IRD_1659
"(-16.523917025235235, 14.50032348642873)",IRD_1660
"(-16.52405642973101, 14.498608960423653)",IRD_1661
"(-16.52541972465313, 14.499016379923567)",IRD_1662
"(-16.526875868161707, 14.498916499808434)",IRD_1663
"(-16.533125189203933, 14.496306924872796)",IRD_1664
"(-16.532937730687422, 14.495764255686328)",IRD_1665
"(-16.523543076587888, 14.499655275374598)",IRD_1666
"(-16.5240836243972, 14.499566385548095)",IRD_1667
"(-16.524280174469194, 14.499981946705525)",IRD_1668
"(-16.523324475302122, 14.500060254355608)",IRD_1669
"(-16.52764574201709, 14.498312616565531)",IRD_1670
"(-16.52731400342884, 14.49868144866424)",IRD_1671
"(-16.526441249302763, 14.501372189899016)",IRD_1672
"(-16.52711227720074, 14.501015058361382)",IRD_1673
"(-16.527075751832196, 14.501516047387256)",IRD_1674
"(-16.53087816121285, 14.501163634569542)",IRD_1675
"(-16.525930858864726, 14.501719134876069)",IRD_1676
"(-16.52607150166024, 14.50225332408804)",IRD_1677
"(-16.531522884134674, 14.498143120099076)",IRD_1678
"(-16.51694981682704, 14.494937384414056)",IRD_1679
"(-16.516481087893197, 14.495013371314078)",IRD_1680
"(-16.517332365798893, 14.49474356857364)",IRD_1681
"(-16.506967207836237, 14.497620265759162)",IRD_1682
"(-16.50546363577366, 14.50211394513113)",IRD_1683
"(-16.504019108672892, 14.50282047783405)",IRD_1684
"(-16.504565694744535, 14.500983405179905)",IRD_1685
"(-16.504361842321963, 14.50211727952782)",IRD_1686
"(-16.502584569841442, 14.503974259001243)",IRD_1687
"(-16.502008671800862, 14.503347639866103)",IRD_1688
"(-16.50193245198938, 14.502524476923234)",IRD_1689
"(-16.505391620575402, 14.501551568060576)",IRD_1690
"(-16.505387120046034, 14.498613334021316)",IRD_1691
"(-16.50584736570634, 14.49825495343147)",IRD_1692
"(-16.505653964814123, 14.498883239154942)",IRD_1693
"(-16.5066040330873, 14.497582826526873)",IRD_1694
"(-16.5070823506902, 14.497790622789319)",IRD_1695
"(-16.510534620166283, 14.496601981952834)",IRD_1696
"(-16.50801193991207, 14.501911179775883)",IRD_1697
"(-16.51560288698007, 14.497973380925288)",IRD_1698
"(-16.51590458440747, 14.498084907867533)",IRD_1699
"(-16.516130417797537, 14.497680032930583)",IRD_1700
"(-16.515707108901342, 14.498528332795862)",IRD_1701
"(-16.514591859968363, 14.500018037015439)",IRD_1702
"(-16.51501290998354, 14.497833831201312)",IRD_1703
"(-16.515754387862906, 14.501122986344265)",IRD_1704
"(-16.51520567188486, 14.498678458419962)",IRD_1705
"(-16.51577580761716, 14.499324444889885)",IRD_1706
"(-16.516268456560994, 14.500340067971942)",IRD_1707
"(-16.513921377716137, 14.501070572184808)",IRD_1708
"(-16.518916319058995, 14.497972853329852)",IRD_1709
"(-16.527990180457635, 14.494051792362722)",IRD_1710
"(-16.52746769157058, 14.493461189466013)",IRD_1711
"(-16.5287947092671, 14.486791183859264)",IRD_1712
"(-16.5297803871463, 14.486217107700387)",IRD_1713
"(-16.529253139244904, 14.486548558681529)",IRD_1714
"(-16.529934608371676, 14.486564921623446)",IRD_1715
"(-16.529326183949834, 14.487100281715383)",IRD_1716
"(-16.528815515070022, 14.48632193960716)",IRD_1717
"(-16.52953828622599, 14.485927960949809)",IRD_1718
"(-16.533246263096203, 14.493715584047385)",IRD_1719
"(-16.538850171349875, 14.491913794808255)",IRD_1720
"(-16.539340742329703, 14.49151502693287)",IRD_1721
"(-16.539116040312795, 14.491772561925314)",IRD_1722
"(-16.538562562857347, 14.492019847545903)",IRD_1723
"(-16.538088145263043, 14.49213606343624)",IRD_1724
"(-16.537405454088177, 14.49185616875292)",IRD_1725
"(-16.537793997153376, 14.491490604298708)",IRD_1726
"(-16.538752682805562, 14.491302566183974)",IRD_1727
"(-16.511888611595065, 14.495579409058829)",IRD_1728
"(-16.511193185556248, 14.496052099224013)",IRD_1729
"(-16.511398063258444, 14.497541224842006)",IRD_1730
"(-16.512461361668954, 14.49547014880126)",IRD_1731
"(-16.511921598455945, 14.496257658929718)",IRD_1732
"(-16.512282686562262, 14.495933383699454)",IRD_1733
"(-16.53743717997724, 14.503859842647811)",IRD_1734
"(-16.538050103081176, 14.504067979210449)",IRD_1735
"(-16.537771813205218, 14.503554012344953)",IRD_1736
"(-16.537516202005754, 14.504727209598729)",IRD_1737
"(-16.5369099609772, 14.504651515823676)",IRD_1738
"(-16.531454965192417, 14.50144207481135)",IRD_1739
"(-16.531342910113764, 14.5025339057775)",IRD_1740
"(-16.531537288081676, 14.50211762088975)",IRD_1741
"(-16.529736957582177, 14.505140090291821)",IRD_1742
"(-16.529526980279304, 14.505658535590438)",IRD_1743
"(-16.536565848578306, 14.494154118514416)",IRD_1744
"(-16.52370305551946, 14.500170239303559)",IRD_1745
"(-16.520923521883084, 14.499848694985193)",IRD_1746
"(-16.51923764225993, 14.496937181797628)",IRD_1747
"(-16.518763399503808, 14.496872516423618)",IRD_1748
"(-16.51881270806711, 14.496546886650396)",IRD_1749
"(-16.516333087492068, 14.497989063038025)",IRD_1750
"(-16.530521983337707, 14.49519219216644)",IRD_1751
"(-16.53109493928912, 14.495135305754712)",IRD_1752
"(-16.53085452296002, 14.495566267060955)",IRD_1753
"(-16.52572978796013, 14.49323820872225)",IRD_1754
"(-16.524697904191473, 14.499020824953893)",IRD_1755
"(-16.530448909005575, 14.496977255290682)",IRD_1756
"(-16.518883570253738, 14.489777566690027)",IRD_1757
"(-16.51935872008958, 14.490120272654583)",IRD_1758
"(-16.512964360892372, 14.497951850328967)",IRD_1759
"(-16.513346282933206, 14.49812317811735)",IRD_1760
"(-16.513886968914548, 14.4980222532382)",IRD_1761
"(-16.51396591897394, 14.49630380817935)",IRD_1762
"(-16.51023279943141, 14.49412104362771)",IRD_1763
"(-16.51373304468257, 14.506013687466668)",IRD_1764
"(-16.531890988081603, 14.507669258031584)",IRD_1765
"(-16.512041049948685, 14.504354134619437)",IRD_1766
"(-16.50160954090932, 14.487002179169632)",IRD_1767
"(-16.51347910268313, 14.494588227348851)",IRD_1768
"(-16.513570446648142, 14.495059363007151)",IRD_1769
"(-16.513438967808966, 14.48692165979874)",IRD_1770
"(-16.51287691150623, 14.486991382825632)",IRD_1771
"(-16.50639973273049, 14.49246572882984)",IRD_1772
"(-16.505897008355564, 14.492270236354322)",IRD_1773
"(-16.50738511855605, 14.492011968256922)",IRD_1774
"(-16.52848116596157, 14.484458463375908)",IRD_1775
"(-16.525080220720838, 14.495953570596173)",IRD_1776
"(-16.50826685364967, 14.495751941518272)",IRD_1777
"(-16.509254391013044, 14.496418706510429)",IRD_1778
"(-16.50997839803401, 14.486984557268087)",IRD_1779
"(-16.508486341423794, 14.499517178240552)",IRD_1780
"(-16.520147991477764, 14.49985456391371)",IRD_1781
"(-16.51760878839782, 14.497211123438088)",IRD_1782
"(-16.5177890871774, 14.496780226775684)",IRD_1783
"(-16.522729405557104, 14.493976921797247)",IRD_1784
"(-16.52284416359049, 14.49238490846754)",IRD_1785
"(-16.521664843003673, 14.493280938704995)",IRD_1786
"(-16.503753424666467, 14.500109540102834)",IRD_1787
"(-16.50600599597068, 14.506059596983905)",IRD_1788
"(-16.479382743688056, 14.50028378305725)",IRD_1789
"(-16.50430306824717, 14.520647452053018)",IRD_1790
"(-16.521293957341904, 14.505559382612727)",IRD_1791
"(-16.532113915810637, 14.496032155254026)",IRD_1792
"(-16.507073734334604, 14.49250577014589)",IRD_1793
"(-16.506307973856806, 14.490141497732639)",IRD_1794
"(-16.50569728556233, 14.490201361091504)",IRD_1795
"(-16.50613905573297, 14.489478457346394)",IRD_1796
"(-16.519511163413807, 14.489046334462829)",IRD_1797
"(-16.52005474132454, 14.489747054436316)",IRD_1798
"(-16.519035333984363, 14.490809959571386)",IRD_1799
"(-16.505822431326113, 14.497868606991085)",IRD_1800
